Fake Student Identifier,Gender,Age at Semester Start,Domestic / international status,Mode of Study,Semester,Fake UoS Identifier,UoS Mark,UoS changes before Week 1,UoS changes before Week 2,UoS changes before census date,Canvas access Week 1,Canvas access Week 2,Canvas access Week 3,Canvas access Week 4,Canvas access Week 5,Canvas access Week 6,Canvas access Week 7,Canvas access Week 8,Canvas access Week 9,Canvas access Week 10,Canvas access Week 11,Canvas access Week 12,Canvas access Week 13,Canvas access Mid-semester break,Canvas access STUVAC
1724,M,19-21,Domestic,Full Time,1,UNIT I,81,10,10,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3354,M,19-21,Domestic,Full Time,1,UNIT C,57,0,0,4,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3606,F,19-21,Domestic,Full Time,1,UNIT H,87,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3066,M,19-21,International,Full Time,2,UNIT J,58,14,14,16,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2990,M,19-21,International,Full Time,1,UNIT I,73,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
317,M,18 and under,Domestic,Full Time,1,UNIT A,79,18,18,20,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3619,M,19-21,Domestic,Full Time,1,UNIT A,36,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4052,F,19-21,Domestic,Full Time,2,UNIT D,65,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1
199,F,19-21,Domestic,Full Time,2,UNIT G,50,6,6,6,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
215,M,19-21,International,Full Time,2,UNIT A,51,6,8,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
176,F,19-21,International,Full Time,2,UNIT D,65,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2114,F,19-21,Domestic,Full Time,2,UNIT G,35,4,6,6,1,1,1,1,1,0,1,1,0,0,1,0,0,1,0
966,F,19-21,Domestic,Full Time,1,UNIT A,78,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
505,F,19-21,Domestic,Full Time,1,UNIT M,64,10,16,16,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3496,F,18 and under,Domestic,Full Time,2,UNIT G,50,2,2,4,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1
2092,M,22-25,International,Full Time,1,UNIT L,79,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3762,M,19-21,Domestic,Full Time,1,UNIT A,77,8,8,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3011,M,19-21,Domestic,Full Time,2,UNIT F,41,8,8,8,1,1,1,1,1,1,1,0,0,1,1,0,1,0,0
3715,F,19-21,International,Part Time,2,UNIT N,74,6,6,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1002,M,19-21,Domestic,Full Time,1,UNIT A,65,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1109,M,19-21,Domestic,Full Time,1,UNIT M,64,10,10,12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3845,F,19-21,Domestic,Full Time,1,UNIT C,60,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1258,F,19-21,Domestic,Full Time,1,UNIT I,67,0,8,16,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2274,F,19-21,International,Full Time,1,UNIT I,68,0,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
430,F,18 and under,Domestic,Full Time,1,UNIT O,75,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3015,F,19-21,International,Full Time,1,UNIT I,78,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2425,M,19-21,International,Full Time,2,UNIT D,65,18,18,18,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
3913,F,19-21,Domestic,Full Time,2,UNIT F,52,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
158,M,19-21,Domestic,Full Time,2,UNIT E,66,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2175,F,19-21,Domestic,Full Time,1,UNIT O,73,4,6,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
132,M,18 and under,Domestic,Full Time,2,UNIT F,73,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3354,M,19-21,Domestic,Full Time,2,UNIT F,68,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2397,F,19-21,Domestic,Full Time,1,UNIT A,80,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2351,F,19-21,International,Full Time,1,UNIT A,33,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0
2503,M,22-25,Domestic,Full Time,2,UNIT G,60,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
119,F,18 and under,Domestic,Full Time,2,UNIT D,83,14,14,14,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2579,M,19-21,Domestic,Full Time,2,UNIT N,92,8,8,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3666,M,19-21,Domestic,Full Time,2,UNIT J,41,16,16,16,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3126,F,19-21,International,Full Time,2,UNIT A,67,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2466,F,19-21,Domestic,Full Time,2,UNIT F,69,10,10,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3777,M,18 and under,Domestic,Full Time,2,UNIT J,50,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4159,F,22-25,Domestic,Full Time,2,UNIT F,65,6,6,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3505,M,18 and under,Domestic,Full Time,2,UNIT A,65,2,2,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
512,M,19-21,Domestic,Full Time,2,UNIT G,64,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
1,F,19-21,Domestic,Full Time,2,UNIT D,79,22,26,40,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3825,M,18 and under,Domestic,Full Time,2,UNIT J,17,38,38,38,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
143,M,19-21,International,Full Time,1,UNIT I,83,0,0,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
426,F,19-21,Domestic,Full Time,2,UNIT D,72,4,4,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3209,M,19-21,Domestic,Full Time,1,UNIT A,86,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3538,M,19-21,Domestic,Full Time,2,UNIT J,77,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1105,M,19-21,Domestic,Full Time,1,UNIT O,74,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3368,M,19-21,Domestic,Part Time,1,UNIT C,38,8,8,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2276,M,19-21,Domestic,Full Time,2,UNIT J,15,0,0,0,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1
1593,F,Over 25,Domestic,Full Time,1,UNIT C,47,0,0,2,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1
759,M,22-25,International,Full Time,1,UNIT I,74,0,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3567,F,19-21,International,Full Time,1,UNIT A,75,0,2,4,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3103,M,19-21,Domestic,Full Time,1,UNIT O,84,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
748,M,18 and under,Domestic,Full Time,2,UNIT E,84,14,14,14,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
809,F,19-21,Domestic,Full Time,1,UNIT A,82,0,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3873,F,Over 25,International,Full Time,1,UNIT O,59,2,6,6,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3206,F,19-21,Domestic,Full Time,1,UNIT H,67,2,2,10,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1
1275,M,19-21,Domestic,Full Time,2,UNIT J,89,26,26,26,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2958,M,19-21,International,Full Time,2,UNIT J,84,24,24,24,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
493,M,19-21,Domestic,Full Time,1,UNIT I,73,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3029,M,19-21,Domestic,Full Time,1,UNIT I,41,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2593,F,19-21,Domestic,Full Time,1,UNIT A,28,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4063,F,19-21,Domestic,Full Time,2,UNIT J,82,6,8,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1645,M,19-21,Domestic,Full Time,1,UNIT I,77,8,8,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
83,M,19-21,Domestic,Full Time,1,UNIT M,69,8,8,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1133,F,19-21,International,Full Time,1,UNIT C,73,18,18,18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2405,F,19-21,Domestic,Full Time,2,UNIT G,63,6,6,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
159,M,18 and under,Domestic,Full Time,2,UNIT G,55,6,6,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3887,F,19-21,International,Full Time,1,UNIT O,71,4,6,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2224,M,19-21,International,Full Time,1,UNIT I,64,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3531,M,19-21,International,Full Time,1,UNIT I,70,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1318,M,19-21,Domestic,Full Time,1,UNIT C,59,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1,F,19-21,Domestic,Full Time,1,UNIT K,75,8,12,12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4179,M,19-21,Domestic,Full Time,1,UNIT I,22,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2010,F,19-21,Domestic,Full Time,2,UNIT G,68,12,12,14,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2375,F,19-21,International,Full Time,2,UNIT A,54,0,2,4,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1
39,F,22-25,International,Full Time,1,UNIT L,78,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4141,M,19-21,International,Full Time,1,UNIT A,71,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
21,M,19-21,International,Full Time,1,UNIT I,54,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1
2843,M,19-21,International,Full Time,2,UNIT D,59,0,0,2,1,1,1,1,0,1,1,0,0,1,1,1,0,1,1
3756,M,19-21,Domestic,Full Time,2,UNIT F,76,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2542,M,19-21,International,Full Time,1,UNIT I,79,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3703,M,18 and under,International,Full Time,2,UNIT A,53,4,4,4,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
714,M,19-21,International,Full Time,1,UNIT L,75,0,0,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
864,F,19-21,International,Full Time,2,UNIT J,64,24,24,24,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
519,M,19-21,Domestic,Full Time,2,UNIT D,81,10,10,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1248,M,19-21,International,Full Time,2,UNIT D,72,10,10,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3946,M,19-21,International,Full Time,1,UNIT I,69,2,2,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2738,F,19-21,Domestic,Full Time,2,UNIT D,74,14,14,16,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3168,F,19-21,Domestic,Full Time,1,UNIT O,36,10,10,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2644,F,19-21,Domestic,Full Time,2,UNIT D,81,8,8,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3648,F,19-21,Domestic,Full Time,2,UNIT J,77,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2763,F,19-21,International,Full Time,1,UNIT I,88,28,30,34,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1266,F,19-21,Domestic,Full Time,2,UNIT D,73,8,8,10,0,0,0,1,1,1,1,1,0,1,1,1,1,1,1
993,M,Over 25,Domestic,Part Time,1,UNIT I,85,0,0,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
964,M,22-25,Domestic,Full Time,2,UNIT B,65,0,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
477,F,18 and under,Domestic,Full Time,1,UNIT A,91,34,34,34,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3541,M,19-21,International,Full Time,1,UNIT I,50,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1628,M,Over 25,International,Full Time,2,UNIT N,68,2,2,2,1,1,1,1,1,1,0,0,0,1,1,0,1,1,1
2350,M,19-21,International,Full Time,2,UNIT J,67,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4181,F,19-21,Domestic,Full Time,2,UNIT J,88,34,34,34,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
970,F,19-21,Domestic,Full Time,1,UNIT I,79,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2670,F,19-21,International,Full Time,2,UNIT A,50,6,6,6,1,1,1,0,1,0,0,1,1,1,1,1,1,0,1
2995,M,19-21,Domestic,Full Time,1,UNIT A,79,12,16,16,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3578,F,18 and under,International,Full Time,2,UNIT J,74,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
217,M,19-21,International,Full Time,1,UNIT A,67,0,18,18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3281,M,19-21,Domestic,Full Time,1,UNIT K,75,8,8,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
421,F,22-25,Domestic,Full Time,1,UNIT M,64,16,16,16,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
40,F,18 and under,International,Full Time,1,UNIT I,69,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4049,F,18 and under,Domestic,Full Time,2,UNIT N,52,2,2,4,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0
2564,M,18 and under,Domestic,Full Time,2,UNIT F,80,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1349,M,19-21,International,Full Time,2,UNIT G,76,8,8,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2360,F,19-21,Domestic,Full Time,1,UNIT I,74,8,8,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
94,F,19-21,International,Full Time,1,UNIT B,82,10,12,12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1446,M,19-21,International,Full Time,1,UNIT A,80,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
3035,M,19-21,Domestic,Full Time,1,UNIT I,70,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
824,M,19-21,International,Full Time,2,UNIT E,50,0,0,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1
228,F,19-21,Domestic,Full Time,2,UNIT B,71,8,8,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3039,F,19-21,Domestic,Full Time,1,UNIT I,46,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
196,M,19-21,International,Full Time,1,UNIT C,79,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3486,M,18 and under,Domestic,Full Time,1,UNIT I,71,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2112,M,18 and under,International,Full Time,2,UNIT E,50,0,0,4,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0
3866,F,22-25,International,Full Time,2,UNIT A,76,18,24,24,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0
1674,F,19-21,International,Full Time,2,UNIT D,66,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1548,M,19-21,Domestic,Full Time,1,UNIT K,76,6,6,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3247,M,19-21,International,Full Time,2,UNIT J,68,0,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2084,F,22-25,International,Full Time,1,UNIT A,57,0,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3804,F,18 and under,Domestic,Full Time,2,UNIT F,93,18,18,18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1028,F,19-21,International,Full Time,2,UNIT E,60,8,10,10,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
1099,M,18 and under,Domestic,Full Time,1,UNIT K,45,6,6,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2363,F,19-21,International,Full Time,1,UNIT A,62,0,2,2,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
3676,M,19-21,Domestic,Full Time,1,UNIT I,74,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2133,M,19-21,Domestic,Part Time,1,UNIT A,60,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3115,M,19-21,International,Full Time,2,UNIT D,65,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3639,F,19-21,International,Full Time,1,UNIT H,80,2,2,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3272,M,18 and under,International,Full Time,1,UNIT A,54,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2367,M,19-21,Domestic,Full Time,1,UNIT I,56,8,8,12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3757,M,19-21,Domestic,Full Time,2,UNIT J,69,6,6,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3250,F,19-21,International,Full Time,1,UNIT I,77,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1931,M,18 and under,Domestic,Full Time,1,UNIT A,70,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
314,F,19-21,Domestic,Full Time,1,UNIT K,69,18,18,18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4041,M,19-21,Domestic,Full Time,1,UNIT O,41,8,8,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2780,M,19-21,Domestic,Part Time,1,UNIT I,75,0,0,2,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3678,F,19-21,Domestic,Full Time,2,UNIT F,67,6,6,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
325,F,19-21,Domestic,Full Time,2,UNIT F,61,20,34,34,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3810,F,19-21,Domestic,Full Time,1,UNIT A,72,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
557,F,18 and under,Domestic,Full Time,2,UNIT F,61,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
26,M,19-21,Domestic,Full Time,1,UNIT C,65,2,6,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3457,F,19-21,Domestic,Full Time,2,UNIT D,85,10,10,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1983,M,Over 25,Domestic,Part Time,2,UNIT A,66,4,4,4,1,1,1,1,1,1,1,1,0,1,1,1,1,0,1
1952,M,19-21,Domestic,Full Time,1,UNIT K,68,20,20,20,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1370,M,19-21,Domestic,Full Time,2,UNIT J,60,0,0,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3612,F,18 and under,Domestic,Full Time,1,UNIT A,77,18,18,18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3563,M,19-21,Domestic,Full Time,2,UNIT G,70,0,0,2,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1
3308,M,19-21,Domestic,Full Time,1,UNIT C,82,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2074,M,19-21,International,Full Time,2,UNIT A,63,14,16,16,1,1,1,1,1,1,1,1,1,1,1,0,1,1,1
195,F,18 and under,International,Full Time,1,UNIT L,61,0,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2984,F,22-25,International,Full Time,1,UNIT I,61,4,6,22,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1788,M,19-21,Domestic,Full Time,1,UNIT I,83,2,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3200,F,18 and under,Domestic,Full Time,2,UNIT D,71,18,18,18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3078,F,19-21,International,Full Time,2,UNIT J,72,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
155,M,19-21,International,Full Time,2,UNIT F,78,0,8,8,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1
3199,M,19-21,Domestic,Part Time,2,UNIT G,64,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
36,F,19-21,Domestic,Full Time,2,UNIT G,73,12,12,18,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2853,F,19-21,Domestic,Full Time,1,UNIT C,56,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1475,M,18 and under,International,Full Time,2,UNIT F,35,0,0,2,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1653,M,18 and under,Domestic,Full Time,2,UNIT A,63,0,4,4,0,1,1,1,1,1,1,1,0,1,1,1,1,1,1
2406,F,19-21,Domestic,Full Time,2,UNIT G,57,2,2,6,1,1,1,1,1,0,0,1,0,1,1,1,0,1,0
2369,F,19-21,International,Full Time,1,UNIT L,85,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3441,F,18 and under,Domestic,Full Time,1,UNIT A,85,28,34,38,0,0,1,0,1,0,1,0,1,1,1,0,0,0,0
1227,F,19-21,Domestic,Full Time,2,UNIT N,70,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1506,M,18 and under,Domestic,Full Time,1,UNIT I,73,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1458,F,19-21,Domestic,Full Time,2,UNIT E,84,8,8,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
359,M,18 and under,Domestic,Full Time,1,UNIT A,61,10,10,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
779,F,19-21,International,Full Time,2,UNIT A,81,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
735,F,19-21,International,Full Time,1,UNIT O,77,10,12,32,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2040,M,19-21,Domestic,Full Time,2,UNIT N,69,8,8,8,1,1,1,1,0,1,1,0,0,0,1,0,1,0,0
1193,M,19-21,International,Full Time,1,UNIT O,64,0,0,2,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1
4062,M,22-25,Domestic,Part Time,1,UNIT O,43,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1348,M,18 and under,International,Full Time,2,UNIT D,66,4,4,4,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
1866,M,18 and under,Domestic,Full Time,2,UNIT J,74,6,6,6,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
2469,F,19-21,International,Full Time,2,UNIT G,70,12,12,12,1,1,1,1,1,0,0,1,1,1,1,1,0,1,1
2110,F,19-21,Domestic,Full Time,1,UNIT A,90,8,12,12,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
229,F,19-21,International,Full Time,2,UNIT D,52,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2756,M,18 and under,Domestic,Full Time,1,UNIT A,84,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1063,M,19-21,Domestic,Full Time,2,UNIT J,38,2,2,2,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
838,F,18 and under,Domestic,Full Time,1,UNIT C,83,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2956,F,19-21,Domestic,Full Time,1,UNIT C,58,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1481,F,19-21,Domestic,Full Time,2,UNIT G,54,6,12,12,1,1,1,0,1,1,0,1,0,0,1,1,0,1,0
419,M,19-21,International,Full Time,2,UNIT A,52,4,4,4,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
1529,F,18 and under,Domestic,Full Time,1,UNIT C,60,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3493,M,22-25,International,Full Time,1,UNIT O,44,6,6,8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3971,M,19-21,International,Full Time,1,UNIT L,74,0,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1684,M,19-21,Domestic,Full Time,1,UNIT O,38,6,6,6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3619,M,19-21,Domestic,Full Time,2,UNIT D,59,6,6,8,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
3110,M,19-21,Domestic,Full Time,1,UNIT I,76,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2531,M,19-21,Domestic,Full Time,1,UNIT B,75,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2652,F,19-21,Domestic,Full Time,1,UNIT I,60,0,2,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
179,F,19-21,International,Full Time,2,UNIT A,74,0,6,6,1,1,1,1,1,1,1,1,0,1,0,1,1,1,0
2585,M,19-21,Domestic,Full Time,1,UNIT K,92,20,20,20,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3369,F,18 and under,Domestic,Full Time,1,UNIT B,79,4,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1864,M,18 and under,Domestic,Full Time,1,UNIT I,67,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
820,M,19-21,International,Full Time,1,UNIT H,76,4,8,12,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2777,M,19-21,International,Full Time,1,UNIT A,73,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
3667,F,18 and under,Domestic,Full Time,1,UNIT O,68,10,10,10,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2732,F,19-21,International,Full Time,1,UNIT C,75,0,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
184,F,19-21,Domestic,Full Time,1,UNIT A,75,10,14,14,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
2203,M,19-21,International,Full Time,1,UNIT C,50,0,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1811,M,19-21,International,Full Time,1,UNIT I,37,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1146,M,22-25,Domestic,Full Time,1,UNIT I,61,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
4158,F,18 and under,Domestic,Full Time,2,UNIT D,70,2,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
